ID Vmax(km/s) Vpeak(km/s) Mpeak(Msun) h1dist(Mpc) h2dist(Mpc) HostName R1vir(kpc) R2vir(kpc) ELVISname
7472652.0 60.38 75.23 77985915493.0 0.26853045089 -1.0 iFrodo 300 -1 iHall
7473264.0 73.04 84.49 118422535211.0 0.0567757589837 -1.0 iFrodo 300 -1 iHall
