ID Vmax(km/s) Vpeak(km/s) Mpeak(Msun) h1dist(Mpc) h2dist(Mpc) HostName R1vir(kpc) R2vir(kpc) ELVISname
10249266.0 55.27 61.71 64577464788.7 0.22696603673 -1.0 iAshley 324 -1 iCher
10251808.0 57.2 69.64 75000000000.0 0.192809457773 -1.0 iAshley 324 -1 iCher
10252665.0 63.1 65.12 71718309859.2 0.216804247948 -1.0 iAshley 324 -1 iCher
