Infallz InfallTime
0.664853487023 6.19509563218
1.91592068696 10.3015032843
1.19449246486 8.56210135169
0.0545367078508 0.740213958192
1.84932123541 10.1831303781
1.69072325444 9.87329242689
2.9416761694 11.5426695592
2.06870879067 10.5502630232
2.74641511322 11.3687718593
0.162295959672 2.04699137429
1.93584424918 10.3356855667
1.21333195423 8.62410061557
2.18730902557 10.7239502543
0.985211434818 7.78604117716
4.23648374179 12.3102662082
1.50902163644 9.46165593164
0.12346558664 1.59831839512
