8.812673059293637534e-01 9.248986848024071117e-01 9.701101508567350207e-01 1.019158371784599559e+00 1.073642352545634449e+00 1.104660822266509301e+00 1.161523880975636969e+00 1.218121906406959720e+00 1.271187505056490252e+00 1.319329486019038988e+00 1.363376658016499876e+00 1.402392146863317368e+00 1.436853684459251879e+00 1.468817993211127160e+00 1.497473325593820848e+00 1.528737103774876038e+00 1.548385757515832628e+00 1.560360503421763800e+00 1.574792249949161338e+00 1.591920677863344347e+00 1.608729662623236578e+00 1.620682367570917659e+00 1.630322664516411280e+00 1.638878373430426860e+00 1.646265343324187169e+00 1.653479580630051293e+00 1.659936116303478260e+00 1.664683677083335533e+00 1.667583814987533497e+00 1.667502110054034814e+00 1.665817424562886950e+00 1.665810829555312012e+00 1.663846012863420487e+00 1.658804655109274995e+00 1.653935015175205248e+00 1.651609114259902977e+00 1.650787370493964845e+00 1.650967349583637223e+00 1.654414323576185453e+00 1.659435216972082960e+00 1.664857389441136704e+00 1.667216273786515268e+00 1.663968184977429043e+00 1.658937087431059831e+00 1.652175239729070988e+00 1.643206231154130226e+00 1.629957969707460652e+00 1.611797782674517343e+00 1.592934350596436399e+00 1.566905391229466593e+00 1.537344898223758971e+00 1.518074198108645856e+00 1.495660892537775233e+00 1.468553202651641465e+00 1.433071526289847686e+00 1.395540571786188178e+00 1.353186405523419289e+00 1.310669276014166718e+00 1.274415377778012282e+00 1.224809319169318567e+00 1.171607664439834551e+00 1.116686236904529617e+00 1.074061712634215349e+00 1.018517933515716178e+00 9.561165165423656243e-01 8.956945670749143495e-01 8.288039012691860163e-01 7.582947161767830124e-01 6.878208433953781897e-01 6.140281657979776986e-01 5.386590103436798005e-01 4.593441694451191881e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.115484950895360594e-01 9.352913016677312230e-01 9.585521022605683061e-01 9.831361217648024731e-01 1.010035673830276926e+00 1.020572423085839064e+00 1.056897765401099809e+00 1.092941973904513198e+00 1.127937697533393235e+00 1.161023427356082216e+00 1.193622822186993560e+00 1.224008935936270692e+00 1.252416929671895440e+00 1.279780091520390739e+00 1.304017287308584683e+00 1.333206842047699237e+00 1.351200501491270467e+00 1.363978889528693506e+00 1.380678794878119842e+00 1.399204934823035762e+00 1.416166657905051141e+00 1.428927762376269062e+00 1.428568102540522577e+00 1.424728994538121851e+00 1.420971997288257072e+00 1.418774747423685589e+00 1.418007251803365065e+00 1.418282067497833587e+00 1.418219113103987850e+00 1.416892755107575841e+00 1.414779553710962201e+00 1.411459064869160729e+00 1.408445547703147449e+00 1.399169747390226259e+00 1.389178288856504517e+00 1.378324361979561763e+00 1.367565513920117271e+00 1.358138671404365061e+00 1.353952520009811034e+00 1.348955498858889657e+00 1.342980076513337284e+00 1.336477411526897807e+00 1.326936958715489556e+00 1.318057661354517629e+00 1.309153658177697244e+00 1.298157996394269542e+00 1.283798148968363639e+00 1.265010827722392817e+00 1.246355604905689418e+00 1.222688561145336417e+00 1.196686189189951621e+00 1.176277776818532406e+00 1.156366994699772555e+00 1.133646281309540260e+00 1.104419001387880295e+00 1.071091529037603740e+00 1.036645015977215367e+00 1.002068294472736820e+00 9.734321200473450286e-01 9.314934233182907697e-01 8.882102801129502234e-01 8.440329885235519081e-01 8.085521658803962453e-01 7.622359750980371995e-01 7.119024524815045218e-01 6.636887379447646840e-01 6.115555001672784430e-01 5.566221482131242793e-01 5.029573289738485942e-01 4.464685525340523209e-01 3.877825573218605104e-01 3.293301335586665268e-01 3.396270981068678640e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.183263181640960671e-01 8.682489107081288182e-01 9.177836299658127528e-01 9.694217602217515273e-01 1.024067879816744409e+00 1.066667000694659695e+00 1.132880353430081088e+00 1.192707630435044353e+00 1.242870475467384273e+00 1.282427536924127587e+00 1.314370212399142757e+00 1.339867088897588543e+00 1.360010042750225301e+00 1.376489425322317439e+00 1.389573008955705680e+00 1.402162399673571036e+00 1.409999244868931578e+00 1.415266427433044205e+00 1.418751078345687366e+00 1.418174061296542554e+00 1.415440712565263270e+00 1.413274789629098471e+00 1.411087399798051090e+00 1.408790045034765237e+00 1.405554393407239866e+00 1.402982703168015988e+00 1.401206539548208285e+00 1.400872129260091414e+00 1.399808281973507817e+00 1.396453764059127245e+00 1.390877408404515236e+00 1.383362844480805487e+00 1.376625923725967482e+00 1.364641138938615939e+00 1.352008678000468089e+00 1.339483770228323767e+00 1.328013390042244612e+00 1.318298369994510999e+00 1.313777847268897236e+00 1.308441290168869120e+00 1.302693906540103974e+00 1.298259665543203489e+00 1.289499029532866770e+00 1.281064312348108913e+00 1.272933634885850651e+00 1.264332503954822329e+00 1.253164485450740662e+00 1.239346481753034412e+00 1.226932925543811947e+00 1.207900304149447601e+00 1.185360328481324332e+00 1.167269959624924747e+00 1.148024467601057363e+00 1.127091546130456479e+00 1.100596577482269467e+00 1.070327135767505045e+00 1.037714144042708897e+00 1.005188599082281309e+00 9.768174826975332126e-01 9.365530850557276521e-01 8.938383205360174166e-01 8.502865365628224925e-01 8.141491269632795680e-01 7.680221491250750487e-01 7.174193808245915571e-01 6.674979862165721922e-01 6.165252358491691842e-01 5.625970708142039589e-01 5.093044373313342366e-01 4.514833274714685762e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.003126853443773392e+00 1.049708299031417047e+00 1.086885331014301403e+00 1.120776387225115300e+00 1.154858962696466262e+00 1.164222979455043383e+00 1.195905564279299504e+00 1.225905405269163584e+00 1.253644888312542172e+00 1.278622066181454242e+00 1.301708801420857986e+00 1.321858245268098697e+00 1.339213781576106710e+00 1.354333348782777779e+00 1.367174093587734562e+00 1.380431101492102464e+00 1.388640596354876688e+00 1.392824100576142810e+00 1.395287622544095996e+00 1.395218197206040456e+00 1.394261963276394622e+00 1.393465948593495041e+00 1.394465024170991496e+00 1.409824725948115809e+00 1.440879449141196922e+00 1.471954566079410665e+00 1.500140043044882132e+00 1.524953475695648208e+00 1.544641765479583428e+00 1.558858364029708676e+00 1.567716395380003958e+00 1.571728250788354986e+00 1.572415620267685998e+00 1.589716486243626381e+00 1.612966660083349213e+00 1.635987264256699492e+00 1.657712837792340910e+00 1.679329973178713464e+00 1.698790880405135928e+00 1.726342179362463147e+00 1.748410807196568273e+00 1.764649650471408870e+00 1.773541826840251634e+00 1.779102325227477577e+00 1.780755853336580374e+00 1.777481725499724163e+00 1.766551178975323655e+00 1.747146091701619275e+00 1.720380819432140163e+00 1.669725885274056409e+00 1.619358567867227316e+00 1.586026579145888515e+00 1.551026988952333596e+00 1.514212286012390996e+00 1.471431250088549580e+00 1.425487314509320536e+00 1.378660825897125797e+00 1.332207156702271300e+00 1.293804237502408361e+00 1.240252337683551698e+00 1.184686164120289709e+00 1.127876981548963320e+00 1.081278294289913511e+00 1.020902849231469345e+00 9.560120913277441179e-01 8.920248047924043133e-01 8.229409637576245995e-01 7.504642894330405545e-01 6.786604757516317976e-01 6.027555238001449656e-01 5.259309493265841295e-01 4.469828513716506690e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.526264676671547527e-01 1.011091165070689746e+00 1.065027820424862215e+00 1.113746667523570766e+00 1.157435859352693663e+00 1.180239947712851123e+00 1.222436869558288119e+00 1.258306720315317762e+00 1.287605127964465579e+00 1.310220925122960622e+00 1.326776275183831233e+00 1.335854555366277729e+00 1.337612211496082670e+00 1.333185453313280977e+00 1.322745466219104271e+00 1.311905158996927279e+00 1.295925324503382825e+00 1.283592694992819805e+00 1.286794776442794497e+00 1.304138741971207827e+00 1.330721204900213950e+00 1.360881606493213658e+00 1.392919799074575193e+00 1.425630218135269800e+00 1.456435942208047507e+00 1.483725459442620132e+00 1.471724456728492170e+00 1.506370699206930563e+00 1.539212857029438775e+00 1.524635023248524845e+00 1.566612596480884134e+00 1.595882530679987088e+00 1.633833010378776152e+00 1.616522969846309055e+00 1.583959670679594867e+00 1.561609219067529919e+00 1.548968135613196795e+00 1.535985648784533364e+00 1.533074877127191593e+00 1.530217774147756948e+00 1.525701053740859070e+00 1.515908931221420008e+00 1.514569364709515531e+00 1.508762538394649244e+00 1.502050290665530197e+00 1.504394373337380575e+00 1.515061999108768154e+00 1.513279561658361416e+00 1.498786504717011914e+00 1.468978789110937377e+00 1.430753137739291470e+00 1.400218960758665032e+00 1.356377892068423741e+00 1.328485990217243895e+00 1.299729726388133555e+00 1.270991331352336884e+00 1.239877928186499334e+00 1.205173830208218444e+00 1.168295319149086575e+00 1.117059455290020598e+00 1.064579465326546348e+00 1.011600042589955617e+00 9.692227370300590117e-01 9.141866808614010909e-01 8.549734609286837594e-01 7.971133485843860944e-01 7.341170101390482872e-01 6.687125772429193260e-01 6.043851039491904276e-01 5.364952466041374990e-01 4.683887436211358057e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.459353277048040409e-01 1.006476462270782690e+00 1.064816427195942605e+00 1.121570229078196812e+00 1.177172663564639787e+00 1.205441178110022049e+00 1.255730013164444880e+00 1.302242191380029945e+00 1.345190591718550932e+00 1.384599777465567838e+00 1.421367412632079885e+00 1.455138760313915647e+00 1.485498541095630731e+00 1.513630302592929855e+00 1.539154418708477579e+00 1.563671516053954269e+00 1.583275753975429856e+00 1.601158670388172611e+00 1.617158413660700678e+00 1.628228046088134873e+00 1.635145072687440138e+00 1.642403198295264266e+00 1.649330299469706551e+00 1.655754799429325352e+00 1.660757083275766988e+00 1.665507780654177150e+00 1.670666345046794232e+00 1.676386982005579229e+00 1.681280132983166586e+00 1.684372955678994810e+00 1.685356804962888422e+00 1.683674826133552349e+00 1.681670445985590234e+00 1.671426946345720088e+00 1.658474821446974445e+00 1.644469660272966927e+00 1.630222312642541471e+00 1.616435917472274220e+00 1.608002414874247998e+00 1.596327658829634677e+00 1.584261291463640697e+00 1.571585500354937492e+00 1.556259530419945580e+00 1.540650929713938133e+00 1.525186595108220189e+00 1.507018664202167235e+00 1.486304193112305549e+00 1.460945905268965062e+00 1.433498086660632831e+00 1.400851839694706058e+00 1.365866084302670869e+00 1.339677855032000542e+00 1.314799337232263721e+00 1.288599358908729675e+00 1.255372739570757235e+00 1.216768844144195061e+00 1.171849699805063372e+00 1.131319773201856949e+00 1.102310165533566533e+00 1.051103033388281816e+00 9.984635690406271635e-01 9.462088033600188908e-01 9.042625475350896114e-01 8.498052069532681108e-01 7.912699689460958030e-01 7.349971307398852627e-01 6.748596106598226951e-01 6.128651784728723628e-01 5.520807940739976827e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.917078461781176246e-01 8.018351369251185412e-01 8.150175435492436060e-01 8.344129828903955604e-01 8.633673546400379983e-01 8.636721050735680638e-01 8.921907333682711494e-01 9.247145560335667813e-01 9.592341399967652116e-01 9.950955765166569211e-01 1.032278648339717719e+00 1.069382840454223826e+00 1.106456299430214507e+00 1.144054354050823452e+00 1.181074761313906540e+00 1.223839956997493150e+00 1.259824311513128459e+00 1.289045495548747589e+00 1.320219200503996770e+00 1.353091210487135321e+00 1.387768873033491390e+00 1.419713513308631381e+00 1.449453039931354104e+00 1.477464871915491029e+00 1.503404093409430820e+00 1.527121671975001371e+00 1.547737147310398020e+00 1.563503775870794810e+00 1.569415383593956825e+00 1.561126427505953984e+00 1.547563539555779633e+00 1.534949239937732690e+00 1.523123470293897830e+00 1.506657022570204729e+00 1.490421637460682236e+00 1.474496167489940612e+00 1.459065770262083728e+00 1.444333488221400730e+00 1.436198504392845354e+00 1.425756103298830624e+00 1.414468127093892358e+00 1.401994759967627902e+00 1.386710397219271806e+00 1.372030424676698335e+00 1.356954450222022102e+00 1.339776088300042245e+00 1.320416334173080353e+00 1.295893593408117717e+00 1.270378058082499040e+00 1.239805215611091027e+00 1.207510053817091977e+00 1.184897505000177764e+00 1.161941024058393834e+00 1.136338854769033624e+00 1.104722125862692028e+00 1.068211750963757201e+00 1.029596471479755193e+00 9.922227564570624825e-01 9.621242658942560366e-01 9.196875832334980849e-01 8.744284491171334661e-01 8.286539693696028941e-01 7.920299522654384861e-01 7.446190912213107582e-01 6.921992522057920372e-01 6.428442192298311486e-01 5.891330978865410017e-01 5.364207801461094993e-01 4.811088754143914015e-01 4.262740274848406674e-01 3.705898632456807174e-01 3.111682140437995181e-01 3.393480203342199353e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.559586979521834893e-01 8.906728664608328794e-01 9.297383535867901339e-01 9.760758602025850772e-01 1.030793511174886934e+00 1.066221407899385909e+00 1.115144044896952291e+00 1.148371741934965495e+00 1.175446376197391896e+00 1.199361232292484702e+00 1.222283761990776485e+00 1.242739192016536931e+00 1.260949267556154663e+00 1.277608641333630946e+00 1.290957056985321483e+00 1.306441003320339300e+00 1.313821261704174681e+00 1.320787865087780011e+00 1.331436817958832952e+00 1.344418817116363352e+00 1.357020786882769503e+00 1.371200416430760294e+00 1.389960455487962321e+00 1.418167845761056256e+00 1.452889106797735419e+00 1.467270113326441638e+00 1.472429255040297313e+00 1.472330932267684078e+00 1.467910102862783450e+00 1.459601081958638691e+00 1.448467031759685275e+00 1.436010778460323545e+00 1.424322344590073453e+00 1.409106350476363900e+00 1.394753000970998302e+00 1.381550455519039877e+00 1.370605194129873139e+00 1.362911788681295810e+00 1.361915276327250401e+00 1.362573166518049828e+00 1.364674207908640469e+00 1.366839742771680521e+00 1.366545174911602878e+00 1.367357115796525857e+00 1.367912227227869648e+00 1.366672554260244477e+00 1.362164250070396765e+00 1.353195512476312867e+00 1.343287300861288447e+00 1.326261451412950709e+00 1.307007307315477318e+00 1.294084324835906852e+00 1.281331324272324990e+00 1.261470951705706334e+00 1.234449677890794961e+00 1.203126124132039676e+00 1.168666880209618952e+00 1.134156420412325339e+00 1.105168104979711075e+00 1.063694728810237633e+00 1.018784519177467596e+00 9.735391140472995364e-01 9.367075484519555850e-01 8.878302619316394972e-01 8.337794285796101823e-01 7.813102602518892104e-01 7.223947802745021018e-01 6.604899346395871618e-01 5.994881654103799695e-01 5.342282765204915407e-01 4.673320253001148061e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.480953897683490617e-01 9.854566120805396956e-01 1.022045425201809188e+00 1.058982084710185179e+00 1.096725781028093039e+00 1.107204752797100511e+00 1.140034457420104452e+00 1.169514442285792377e+00 1.193572794133518800e+00 1.213194297428203727e+00 1.229823640960123088e+00 1.242942389662984981e+00 1.253272922515922039e+00 1.262800779098446569e+00 1.272889486862551767e+00 1.292388839963156899e+00 1.316690084504006597e+00 1.352472569153839732e+00 1.395537990100164771e+00 1.439654856090517798e+00 1.480146137095337933e+00 1.513826351473797960e+00 1.541582016738956895e+00 1.563845781319823214e+00 1.579332855657114010e+00 1.588753948646247194e+00 1.591261432713554802e+00 1.585811308157611954e+00 1.570912014259995049e+00 1.546860387637948975e+00 1.518795043872501083e+00 1.491171805633513037e+00 1.468474747828699245e+00 1.446841158012422524e+00 1.430760922959514181e+00 1.419875152859583434e+00 1.413401729499506931e+00 1.411032878571175431e+00 1.413922993123573280e+00 1.419786456677075259e+00 1.426561864297582360e+00 1.432581558113570352e+00 1.435514062129193524e+00 1.439143378274998053e+00 1.442347570995533790e+00 1.442975083888899501e+00 1.440664973324382814e+00 1.434023764909624576e+00 1.424718182059485638e+00 1.407394440926995172e+00 1.387951990394113544e+00 1.375239062932713363e+00 1.365105028861637759e+00 1.348429866200023364e+00 1.323177579564448481e+00 1.291825962959147756e+00 1.257598250921225569e+00 1.224375291630900087e+00 1.194963790725815933e+00 1.154201527960145635e+00 1.109491048968994198e+00 1.064262900153903901e+00 1.026302408531395649e+00 9.762789449441917622e-01 9.193548013988001033e-01 8.623484720894601940e-01 8.010555525590205006e-01 7.362572859725535768e-01 6.704174832230209713e-01 5.995430773915765288e-01 5.271718715957337542e-01 4.509521753072255335e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.998752695889537190e-01 8.098998354864751503e-01 8.206886679697744658e-01 8.327925570282084244e-01 8.454918747125904632e-01 8.558476110647650348e-01 8.931485313372719004e-01 9.308487577608531849e-01 9.687248826228150866e-01 1.005782164487476704e+00 1.043236754697975943e+00 1.079457459628194949e+00 1.114105490064470683e+00 1.147846871088926468e+00 1.178695522378178762e+00 1.210179379946511036e+00 1.232638173232049272e+00 1.256487799793138738e+00 1.283224795392670758e+00 1.309701097168287420e+00 1.329338898453250595e+00 1.346549419834778494e+00 1.363524545844356561e+00 1.380544172626971378e+00 1.396793540456215954e+00 1.412634178826553510e+00 1.428950670038521942e+00 1.445421673939781160e+00 1.461022328548735594e+00 1.477104817264151659e+00 1.493793507180453117e+00 1.509971846659836858e+00 1.523763512190558833e+00 1.528969297346922662e+00 1.532226742968815225e+00 1.535059232277061758e+00 1.537143122932026484e+00 1.538746026040876291e+00 1.542803559242997169e+00 1.546887156531032481e+00 1.550219929373379824e+00 1.550791374156724522e+00 1.547010368560276072e+00 1.542833679791959067e+00 1.538086998443806364e+00 1.530561012873884907e+00 1.518185496695810377e+00 1.500314430364805496e+00 1.478142167152015185e+00 1.452724141122629931e+00 1.424643726139956934e+00 1.406917702379222312e+00 1.390414862570128474e+00 1.367370986045571390e+00 1.335889217978945664e+00 1.295918403987462497e+00 1.251103648693656423e+00 1.208845223718176598e+00 1.176029316149003190e+00 1.129333230164470514e+00 1.080371665426329342e+00 1.028957007158219028e+00 9.859595864625413375e-01 9.318905612919019532e-01 8.729676452346231130e-01 8.150013781007712232e-01 7.521379032170173451e-01 6.879575447526912191e-01 6.240476607935527831e-01 5.567683629005577561e-01 4.875888592304061797e-01 4.158607283385746811e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
