ID QuenchTime zInfall Host
22147990.0 2.1048959948 0.257102629859 host1
22148695.0 5.17735193109 0.591849729386 host1
22149373.0 2.53304840844 0.29610908054 host1
22149405.0 11.9053478515 3.44306215844 host1
22150280.0 7.66319657173 1.0601565719 host1
22150526.0 1.24783334326 2.9433731614 host1
22151598.0 6.70493816455 0.859219871342 host1
22151621.0 6.24518582311 0.859219871342 host1
22152212.0 6.98765988943 0.887219747867 host1
22152917.0 0.0 0.0531193394836 host1
22153494.0 0.644610990262 3.4962007104 host1
22153698.0 4.01617487863 0.453594011193 host1
22153854.0 6.85645967131 0.8455292055 host1
22155516.0 1.76249855431 0.160254327749 host2
22158327.0 9.01801228405 1.53126107427 host2
22159258.0 5.37307880089 0.703664582517 host2
22160105.0 8.40554006999 11.5454773554 host2
22160158.0 1.26751495034 0.137436445739 host2
23028588.0 11.5906184014 3.52324950244 host1
23030091.0 10.276847571 2.30250990753 host1
23032452.0 8.36277087027 1.34203007167 host1
23034374.0 12.2060759318 4.66251415629 host2
23035515.0 10.0795796731 2.07399096247 host2
23036126.0 7.93266743545 1.29205345069 host1
23036199.0 10.7282757107 2.65577246472 host1
23036525.0 11.154304213 2.86234598895 host1
23036564.0 10.5583395555 2.45423143351 host1
23036699.0 12.0349944322 3.66352655878 host1
23037225.0 10.7660170428 2.6916715889 host2
23037239.0 10.0597092367 2.03039486045 host2
23037245.0 10.039813387 2.07399096247 host2
23038439.0 9.89984557081 2.06147440607 host2
10499245.0 4.50866996442 0.482250055584 host1
10500627.0 0.550022012227 0.0897519724511 host1
10502542.0 10.4133179157 2.15129360603 host1
10503241.0 9.49519838481 1.76311790224 host1
10503975.0 7.97585711096 1.32753002514 host1
10504795.0 9.55668046877 1.74295745673 host1
10506291.0 0.0375490371055 0.0501774799941 host2
10507622.0 10.6348057837 3.44306215844 host2
10508084.0 5.85141399438 0.662234042553 host2
80304144.0 9.71969155425 1.77330966776 host2
80176320.0 11.0997620635 2.72828275296 host1
80182758.0 4.96041816407 0.555863270736 host1
80183213.0 5.43841235177 1.58344528263 host2
80177222.0 10.6538460889 2.42278203724 host1
80179323.0 0.339988161389 2.30250990753 host1
80175824.0 7.38050490745 2.40727111656 host1
80179729.0 9.39231857793 1.58344528263 host2
80179361.0 11.154304213 2.72828275296 host1
80182750.0 7.42406195694 1.44086992604 host1
80180564.0 10.1588037698 2.16355583676 host1
80177463.0 7.48935524344 1.61944677284 host1
80304205.0 9.8193317698 3.17188151856 host2
80304135.0 10.6538460889 3.26657564639 host2
80177892.0 0.663859420528 0.0961066292529 host1
80175504.0 6.398439272 0.841010346478 host1
80172978.0 10.9897301805 2.90243902439 host1
80173584.0 10.5966333084 2.90243902439 host1
20827579.0 7.46759663353 1.02683529936 host1
20828489.0 5.02543395297 0.524320534122 host2
20829253.0 8.3841614811 1.28508751885 host1
20829818.0 10.5966333084 2.7845816145 host1
20830038.0 7.91105920172 1.11224468242 host1
20830520.0 7.93266743545 1.11819529761 host1
20833403.0 8.27709126878 1.3715789973 host2
20833408.0 5.46019958435 0.578731331502 host2
20833425.0 5.98259788852 0.680813513741 host2
20834866.0 0.567758397443 0.0881748044006 host2
20835275.0 6.98765988943 0.986965506279 host2
20835897.0 0.760312941845 0.102535832415 host2
20835955.0 5.63465334708 0.626280696048 host2
20836786.0 11.739299197 3.19515878676 host2
20839216.0 1.40567198378 0.160254327749 host2
20839678.0 5.43841235177 0.588739017842 host2
20839854.0 8.40554006999 1.37908310137 host2
20840002.0 8.46960216626 3.72210416962 host2
52724249.0 6.70493816455 1.0772314659 host1
52727907.0 5.89513162105 0.695978834184 host1
52729451.0 6.55170306001 0.832038692657 host1
52731695.0 7.18425001845 1.97053231939 host1
52733649.0 6.26707709432 2.07399096247 host1
52734273.0 6.98765988943 0.940805434255 host2
52734420.0 10.8036305954 3.10930758167 host2
52735288.0 11.0449023649 3.72210416962 host2
52735463.0 9.33035231938 1.62860447388 host1
52736552.0 8.59738090441 1.47298266439 host1
52736559.0 7.55459452374 1.04336010135 host1
52737506.0 11.0997620635 3.21869726628 host2
52962805.0 8.06212520456 1.21818020496 host2
52964081.0 8.04057245501 1.11224468242 host1
52964151.0 0.895938390242 0.110679180319 host2
14339853.0 5.32954743937 0.665917004015 host1
14340086.0 9.22669247117 1.91298901803 host1
14341257.0 7.59805554704 1.1923093787 host1
14342011.0 0.0 0.0545964586651 host1
14342607.0 9.33035231938 1.84681299285 host1
14342708.0 10.7660170428 2.9433731614 host1
14342744.0 10.0597092367 2.06147440607 host1
14342840.0 10.9712708828 2.74686200307 host1
14343241.0 7.3369265619 0.966181675187 host2
14343364.0 9.51571323477 1.93573672313 host1
14343410.0 7.3369265619 1.21165542408 host1
14343590.0 10.1588037698 2.19040326697 host1
14345005.0 3.63418544477 0.986965506279 host1
14345224.0 11.9217115709 3.6347793845 host2
14347477.0 4.74413117716 0.530526348011 host2
14347569.0 11.8724872028 3.55062571104 host2
14347618.0 11.6249033751 3.36566838383 host2
14348734.0 7.14058896656 0.95595196182 host2
14348756.0 6.33275572469 0.911205397244 host2
14349095.0 8.19123151646 1.50595163513 host1
14350304.0 8.9760697827 2.23153982873 host2
18579181.0 8.72307896085 1.46487552379 host1
18580257.0 6.11386263089 0.827585576695 host1
18581371.0 5.02543395297 0.665917004015 host1
18582309.0 7.59805554704 1.17959895379 host1
18582382.0 10.9897301805 2.74686200307 host1
18582422.0 11.2085237253 2.8037276531 host1
18583735.0 7.53285432544 1.25764211857 host2
18586418.0 9.49519838481 1.68420346262 host2
18587488.0 8.51224729336 1.71326242674 host2
18587492.0 9.91991441493 1.87952084773 host2
18588436.0 10.2179463779 2.20399859024 host2
18588663.0 6.48601978816 0.823154056518 host2
18588688.0 6.44222955417 0.8455292055 host2
18588895.0 1.76249855431 0.244617031339 host2
18590282.0 6.398439272 0.945828144458 host2
18590473.0 12.0509946597 4.26592943655 host2
18590852.0 5.70013888693 0.731122113354 host2
18590885.0 2.41014573517 0.250828673997 host2
18590921.0 9.51571323477 1.69382037606 host2
18591074.0 0.550022012227 0.0881748044006 host2
18591610.0 12.0349944322 3.66352655878 host2
18593132.0 8.87092863663 1.5745990062 host2
18593184.0 10.276847571 3.7519482988 host2
13130426.0 7.18425001845 1.26444147551 host1
13131849.0 8.19123151646 1.61035265864 host1
13132453.0 12.8836918689 8.2988655384 host1
13132791.0 1.46508805557 0.180289170847 host1
13136153.0 12.0189480112 5.22509960159 host2
13137467.0 1.92315002959 1.44881966892 host2
13137514.0 10.9342505499 3.06487541157 host2
13138431.0 9.79914458046 2.15129360603 host2
13138687.0 8.68229731021 1.53981154598 host1
26097192.0 8.16973956374 1.31320842008 host1
26098791.0 8.27709126878 1.42512428762 host1
26102949.0 10.4520546801 2.45423143351 host1
26103319.0 10.0198922993 2.19040326697 host1
26103521.0 0.97374702088 0.117280984995 host1
26104232.0 0.625376666692 0.105778800009 host1
26105679.0 2.1048959948 0.230360372553 host1
26106964.0 0.492570149843 0.146105533398 host1
26107079.0 7.72827363678 1.10044319351 host1
26107219.0 0.473447824512 0.0897519724511 host1
26107594.0 0.435245646238 0.0741830837648 host1
26107669.0 1.26751495034 0.151370706826 host1
26107676.0 1.07132210141 0.127205094967 host1
26107867.0 7.97585711096 1.10632740753 host1
26109364.0 8.76539667511 1.40188307633 host1
26111677.0 6.98765988943 0.906359615678 host2
26112013.0 2.94437079108 0.287233220915 host2
16578834.0 4.03748916201 0.442439453604 host2
16663040.0 2.49203058448 0.276307896517 host1
16661255.0 0.378048627022 0.0788068396354 host1
16659133.0 6.66116195691 1.53981154598 host2
16663189.0 0.740994077789 0.120485842661 host1
16661101.0 7.64148981691 1.32753002514 host1
16663479.0 5.35131062776 0.665917004015 host1
16661462.0 2.08464949132 0.226346835412 host1
16659113.0 4.61632136559 0.562329120252 host2
16661473.0 2.69606638317 0.36165577342 host1
16663826.0 10.43270069 2.25955865576 host1
16663477.0 5.09050585714 0.719246969827 host1
16577148.0 8.21271281385 1.28508751885 host2
10245691.0 8.99704933573 1.52276798103 host1
10246533.0 5.89513162105 0.665917004015 host1
10247772.0 5.96072769666 0.719246969827 host1
10249110.0 1.78253325414 0.191511670857 host1
10251863.0 10.6157347964 2.40727111656 host1
10251967.0 1.64257263537 0.228350325513 host1
10251982.0 6.11386263089 0.818743975411 host1
10252444.0 3.04833689224 0.309654775001 host1
10252648.0 2.53304840844 0.27847809967 host1
10252662.0 1.72246940658 0.182144883677 host1
24697142.0 0.320979204173 0.0850341243232 host1
24704361.0 11.98671746 3.6347793845 host1
24706153.0 8.08366819257 1.54841997961 host1
24702506.0 8.49093112682 1.81483983561 host1
24706362.0 11.7267671102 3.8751950078 host1
24705381.0 0.283003858397 0.137436445739 host1
24697846.0 7.11875256092 1.15461518573 host1
24705150.0 10.7471622577 3.36566838383 host1
24702368.0 9.69939202427 3.34046616607 host1
24698601.0 10.315978549 2.36157052575 host1
24699560.0 8.87092863663 1.73298715496 host1
24704304.0 10.198258763 3.4962007104 host1
24705102.0 9.73996861106 3.72210416962 host1
24706988.0 12.0509946597 4.66251415629 host1
24697320.0 12.2830087196 4.79340710272 host1
24702725.0 11.2265243157 4.41770506014 host1
9383333.0 5.06880912046 0.684579360534 host1
9383825.0 8.61863076165 1.34203007167 host1
8458848.0 1.34637929248 0.178439275024 host1
8459215.0 0.283003858397 0.0605466057206 host1
8459721.0 5.65647817808 0.692161906051 host1
8460358.0 1.16924520991 0.14262208917 host1
8460361.0 1.16924520991 0.151370706826 host1
8461119.0 8.72307896085 3.17780748663 host1
8514373.0 10.7660170428 2.72828275296 host1
8515620.0 2.36927917061 0.267700264949 host1
8516596.0 9.33035231938 1.91298901803 host1
8517274.0 2.26733579979 0.332693640386 host1
8517693.0 1.84271762822 0.197203333014 host1
8517906.0 1.50476711843 0.182144883677 host1
8518160.0 10.2572409592 3.72210416962 host1
7470576.0 5.70013888693 0.695978834184 host1
7471725.0 4.67938263944 0.578731331502 host1
7472487.0 7.79328294386 1.1362500267 host1
7472991.0 11.3868593947 2.7845816145 host1
7473189.0 10.0795796731 2.19040326697 host1
7473213.0 9.14343211779 1.95884250081 host1
7473258.0 3.9310126989 0.428938869995 host1
15347272.0 6.17951834695 0.776104292844 host1
15350331.0 7.81493699398 1.15461518573 host1
15345525.0 2.18601227247 0.271989518806 host1
15350583.0 1.92315002959 0.202949632499 host1
15347918.0 10.87846849 2.7845816145 host1
15345361.0 11.5440891754 3.15472184137 host1
15343167.0 9.61797260539 2.96416395782 host1
15350610.0 7.93266743545 1.25764211857 host1
15350607.0 8.29852843768 1.33475753543 host1
15348473.0 11.4220726833 3.04301770842 host1
6587066.0 5.85141399438 0.81435517817 host1
6591239.0 11.4746017094 3.46947349602 host1
6591928.0 4.63787488445 0.494031344778 host1
12947070.0 9.37168268653 1.61944677284 host1
12944509.0 9.24746193652 1.82541745543 host1
12947152.0 10.9342505499 2.7845816145 host1
12943335.0 9.45410706643 1.69382037606 host1
12960011.0 6.42033436267 0.755371436596 host1
12957919.0 1.76249855431 0.180289170847 host1
12956181.0 6.81435200347 0.882494681953 host1
12959445.0 6.63927204266 0.850070302672 host1
12954695.0 1.98361353944 0.228350325513 host1
12956912.0 11.8724872028 3.39116497607 host1
12957896.0 0.954273881626 0.109040901428 host1
12958061.0 7.22789452756 1.00521355524 host1
12959392.0 6.70493816455 3.44306215844 host1
12959952.0 7.91105920172 1.28508751885 host1
6826213.0 6.33275572469 1.0213862667 host1
6825689.0 8.42690648325 1.32753002514 host1
6826040.0 7.51110785297 1.11224468242 host1
6752934.0 9.33035231938 2.58602883167 host1
7724113.0 0.245085292218 0.0680793796595 host1
7724186.0 1.38589402524 0.172924217366 host1
7726184.0 0.435245646238 0.134005420546 host1
7724715.0 5.63465334708 0.981728463566 host1
7726837.0 9.59756328212 1.85763273704 host1
7725783.0 5.89513162105 0.771918633496 host1
7725880.0 8.76539667511 1.66517416913 host1
7723498.0 5.70013888693 1.21818020496 host1
7725879.0 8.91303312245 1.79392042915 host1
7725458.0 9.30965817893 1.74295745673 host1
7724145.0 9.85963600807 2.01823010986 host1
13875912.0 0.954273881626 0.137436445739 host1
13872490.0 5.78585918078 0.727145546555 host1
13875942.0 1.90302200041 0.210551163945 host1
13876351.0 1.30691956484 0.147855232498 host1
13875126.0 0.473447824512 3.97190871576 host1
13875884.0 5.76401373677 0.677064466358 host1
13876510.0 4.63787488445 0.739130434783 host1
13873413.0 1.01273520594 0.117280984995 host1
13873179.0 10.2964268269 2.17692283254 host1
13875902.0 9.95997935899 1.95884250081 host1
13875951.0 10.5775015011 2.53544281421 host1
13875852.0 6.20140634158 0.792725121457 host1
13876146.0 6.63927204266 0.873115177852 host1
13874881.0 7.83658294694 1.19872034476 host1
13875948.0 10.8223889961 2.58602883167 host1
